bathrooms,bedrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,dist_stop,ncult,age,since_renovated,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15,district_name
3.25,5,2.0,0,0,5,8,98155,47.7726,-122.286,132.0,0.0,22,22,230.39944,954.764131,152.36092,78.03852,210.88981,954.764131,King County
2.25,3,1.0,0,0,5,7,98034,47.713,-122.225,659.0,0.0,42,42,156.07704,674.6615859999999,109.62554,46.4515,177.44473,687.946715,Kirkland
3.5,3,2.0,1,4,3,12,98034,47.6997,-122.24,2106.0,0.0,22,22,417.13447,5259.145927,417.13447,0.0,251.76713,4768.71099,Kirkland
1.75,6,1.0,0,0,3,7,98188,47.4594,-122.273,250.0,0.0,56,56,205.31563,798.408382,121.70293,83.6127,171.87055,798.408382,King County
2.0,3,1.0,0,0,3,7,98011,47.7671,-122.225,1465.0,2.0,47,17,171.87055,891.8688,171.87055,0.0,164.43831,891.8688,King County
2.0,3,1.0,0,0,5,7,98155,47.7447,-122.328,376.0,0.0,55,55,190.45115,872.916588,108.69651,81.75464,156.07704,872.452073,Shoreline
1.0,2,1.0,0,0,3,6,98117,47.7003,-122.362,227.0,3.0,73,73,66.89016,621.149458,66.89016,0.0,111.4836,621.149458,Seattle
2.5,5,2.0,0,4,3,11,98074,47.6142,-122.065,2844.0,0.0,29,29,289.85735999999997,1448.636479,289.85735999999997,0.0,314.94117,1579.629709,Sammamish
1.0,4,1.5,0,0,3,6,98125,47.7315,-122.305,260.0,0.0,71,71,147.71577,658.217755,147.71577,0.0,122.63195999999999,658.217755,Seattle
1.0,2,1.0,0,0,3,6,98146,47.5038,-122.364,190.0,2.0,75,75,80.82561,1031.2232999999999,80.82561,0.0,127.27711,966.562812,King County
2.0,3,1.0,0,0,3,7,98022,47.2056,-121.994,65.0,6.0,115,14,144.278359,608.51465,144.278359,0.0,93.83203,979.755038,King County
1.0,3,1.0,0,0,3,7,98133,47.7703,-122.35,427.0,1.0,63,63,98.47718,1114.836,98.47718,0.0,143.99965,975.4815,Shoreline
3.0,4,2.0,0,2,3,7,98126,47.5784,-122.377,197.0,3.0,99,37,248.05101,464.515,248.05101,0.0,213.6769,464.515,Seattle
3.75,5,2.0,0,0,3,10,98075,47.5837,-121.971,5217.0,0.0,10,10,355.81849,755.394293,355.81849,0.0,331.66371,677.26287,Sammamish
2.0,2,1.0,0,0,3,7,98108,47.5346,-122.291,97.0,4.0,59,59,119.84487,839.936023,88.25785,31.58702,119.84487,464.515,Seattle
1.5,4,1.0,0,0,3,8,98033,47.6734,-122.185,503.0,2.0,37,37,206.24466,1150.603655,117.98681,88.25785,188.59309,820.426393,Kirkland
1.0,2,1.0,0,0,4,7,98033,47.6886,-122.202,266.0,0.0,55,55,93.83203,856.472757,93.83203,0.0,149.57383,856.472757,Kirkland
1.0,2,1.0,0,0,4,6,98118,47.5572,-122.282,211.0,27.0,105,105,85.47076,613.1598,85.47076,0.0,127.27711,510.9665,Seattle
2.25,3,2.0,0,0,3,9,98052,47.6909,-122.104,285.0,0.0,27,27,242.47683,836.312806,242.47683,0.0,215.53496,771.652318,King County
2.75,4,2.0,0,0,5,7,98117,47.6783,-122.363,320.0,11.0,104,104,245.26391999999998,348.38625,170.94152,74.3224,157.00607,464.515,Seattle
1.5,3,2.0,0,0,3,8,98116,47.5714,-122.385,192.0,5.0,89,89,158.86413,371.612,158.86413,0.0,177.44473,371.612,Seattle
1.75,3,1.0,0,0,3,8,98052,47.6623,-122.141,195.0,0.0,37,37,167.2254,786.145186,133.78032,33.44508,205.31563,783.729708,King County
2.0,4,1.5,0,0,4,7,98155,47.745,-122.302,847.0,1.0,67,67,165.36734,757.066547,165.36734,0.0,109.62554,757.066547,Shoreline
2.75,4,1.0,0,0,4,8,98004,47.5901,-122.198,360.0,0.0,46,46,232.2575,1858.06,157.9351,74.3224,246.19295,1858.06,Bellevue
2.0,4,1.0,0,0,3,7,98155,47.758,-122.325,89.0,2.0,53,53,178.37376,724.922109,100.33524,78.03852,180.23182,756.880741,Shoreline
2.5,4,1.0,0,0,3,7,98198,47.42,-122.319,144.0,0.0,50,50,190.45115,1161.2875,120.7739,69.67725,166.29637,733.9337,King County
3.0,4,1.5,0,0,3,9,98074,47.6093,-122.07,2618.0,0.0,92,1,282.42512,3367.362138,248.98004,33.44508,327.01856,1224.275734,Sammamish
2.5,3,2.0,0,0,3,9,98023,47.3036,-122.34,957.0,0.0,29,29,308.066348,1063.460641,308.066348,0.0,278.709,1063.460641,Federal Way
1.0,4,1.0,0,0,4,7,98027,47.5226,-122.045,891.0,0.0,47,47,183.94794,961.54605,132.85129,51.09665,175.58667,1220.74542,King County
2.5,3,2.0,0,0,4,7,98030,47.3679,-122.182,499.0,0.0,30,30,141.21256,668.9016,141.21256,0.0,165.36734,669.83063,Kent
2.5,3,2.0,0,0,3,7,98038,47.3609,-122.048,476.0,0.0,26,26,156.07704,769.6084519999999,156.07704,0.0,143.99965,769.6084519999999,King County
2.5,3,2.0,0,0,3,8,98003,47.2703,-122.312,2234.0,0.0,21,21,220.18010999999998,627.281056,220.18010999999998,0.0,173.72861,692.591865,Federal Way
1.0,3,1.5,0,0,4,7,98118,47.562,-122.289,133.0,19.0,98,98,132.85129,553.70188,132.85129,0.0,105.90942,367.89588,Seattle
2.75,4,2.0,0,0,3,9,98027,47.5398,-121.997,1893.0,1.0,8,8,301.93475,510.9665,301.93475,0.0,364.17976,557.418,King County
3.0,4,2.0,0,0,3,7,98103,47.7005,-122.339,368.0,5.0,47,47,204.3866,414.90479799999997,204.3866,0.0,165.36734,209.03175,Seattle
2.25,4,2.0,0,0,3,8,98074,47.6276,-122.037,249.0,0.0,31,31,182.08988,1155.341708,182.08988,0.0,182.08988,1155.341708,Sammamish
1.0,2,2.0,0,0,4,7,98102,47.6413,-122.329,297.0,4.0,72,72,65.96113,107.488771,65.96113,0.0,127.27711,108.975219,Seattle
2.5,3,2.0,0,0,3,8,98042,47.3618,-122.074,410.0,1.0,24,24,148.6448,622.4501,148.6448,0.0,166.29637,703.926031,King County
1.5,3,1.5,0,0,3,7,98133,47.7658,-122.339,286.0,2.0,60,60,124.49002,735.048536,124.49002,0.0,137.49644,737.64982,Shoreline
2.25,4,2.0,0,0,4,8,98074,47.6268,-122.05,1250.0,0.0,36,36,257.34131,1219.723487,257.34131,0.0,222.9672,1219.723487,Sammamish
2.5,3,2.0,0,0,3,7,98042,47.3338,-122.052,2742.0,0.0,9,9,186.73503,501.583297,186.73503,0.0,211.81884,477.614323,King County
1.75,4,1.0,0,0,4,8,98177,47.7719,-122.361,58.0,0.0,56,56,299.14766,686.738976,186.73503,112.41263,154.21898,776.947789,Shoreline
2.25,4,1.0,0,0,4,8,98023,47.3103,-122.382,532.0,0.0,38,38,272.20579,914.16552,144.92867999999999,127.27711,260.1284,777.969722,Federal Way
2.25,3,1.0,0,1,3,8,98116,47.561,-122.398,357.0,0.0,52,52,248.98004,969.90732,143.07062,105.90942,198.81242,702.34668,Seattle
2.5,4,1.0,0,0,3,8,98075,47.5748,-122.031,673.0,0.0,35,35,197.88339,3321.468056,138.42547,59.45792,281.49609,3158.7019999999998,Sammamish
2.5,3,2.0,0,0,3,10,98038,47.3746,-122.026,109.0,0.0,25,25,227.61235,1834.276832,227.61235,0.0,246.19295,1820.620091,King County
1.0,3,1.0,0,0,4,7,98008,47.6329,-122.121,165.0,0.0,51,51,116.12875,669.83063,116.12875,0.0,142.14159,817.5464,Bellevue
2.5,4,2.0,0,0,3,8,98030,47.3834,-122.168,297.0,0.0,14,14,182.08988,919.553894,182.08988,0.0,197.88339,711.822786,Kent
2.5,3,2.0,0,0,3,8,98198,47.3771,-122.315,111.0,0.0,22,22,146.78674,1138.06175,146.78674,0.0,144.92867999999999,919.7397,King County
1.0,2,1.0,0,0,4,8,98109,47.6438,-122.357,368.0,19.0,88,88,104.98039,245.26391999999998,104.98039,0.0,156.07704,297.2896,Seattle
2.5,3,2.0,0,0,3,9,98077,47.7637,-122.05,1110.0,0.0,22,22,248.98004,2623.859429,248.98004,0.0,248.05101,2984.97339,King County
1.0,2,1.0,0,3,4,9,98001,47.2712,-122.265,1636.0,0.0,61,61,165.36734,7527.093963,165.36734,0.0,165.36734,2482.646869,King County
2.25,4,2.0,0,0,4,8,98006,47.5567,-122.159,379.0,1.0,38,38,197.88339,989.41695,197.88339,0.0,314.01214,933.67515,Bellevue
3.0,4,1.0,0,0,3,7,98034,47.7197,-122.219,74.0,1.0,46,46,169.08346,767.471683,131.92226,37.1612,178.37376,739.600783,Kirkland
3.25,4,2.0,0,0,3,11,98052,47.7193,-122.127,1555.0,0.0,29,29,327.94759,1859.174836,327.94759,0.0,357.67655,1923.742421,King County
1.75,4,1.0,0,0,3,7,98133,47.7574,-122.343,170.0,5.0,60,60,215.53496,696.7725,113.34166,102.1933,207.17369,696.7725,Shoreline
2.25,4,1.0,0,0,5,8,98033,47.6678,-122.182,138.0,0.0,41,41,192.30921,810.11416,126.34808,65.96113,202.52854,790.60453,Kirkland
2.5,4,2.0,0,0,3,9,98052,47.7227,-122.098,954.0,0.0,30,30,199.74145,3528.548843,199.74145,0.0,227.61235,3528.548843,King County
3.5,4,2.0,0,0,3,9,98006,47.5613,-122.126,222.0,0.0,21,21,325.1605,794.041941,232.2575,92.903,218.32205,954.11381,Bellevue
2.5,8,1.5,0,0,3,7,98105,47.6675,-122.316,89.0,46.0,104,104,211.81884,278.709,112.41263,99.40621,149.57383,278.709,Seattle
2.25,3,2.0,0,0,3,8,98029,47.5707,-121.996,2618.0,0.0,24,24,184.87697,789.768403,184.87697,0.0,194.16727,600.060477,Sammamish
3.25,4,1.0,0,0,3,7,98155,47.7473,-122.285,113.0,4.0,57,57,261.98646,614.181733,130.99323,130.99323,215.53496,614.181733,King County
2.75,4,2.0,0,0,3,9,98033,47.6948,-122.178,269.0,0.0,1,1,280.56706,669.180309,280.56706,0.0,279.63803,670.295145,Kirkland
2.0,4,1.0,0,2,3,7,98022,47.1985,-122.001,130.0,1.0,38,38,173.72861,812.90125,173.72861,0.0,164.43831,762.454921,King County
1.5,2,1.0,0,2,4,7,98103,47.6624,-122.348,94.0,12.0,77,77,113.34166,464.515,113.34166,0.0,194.16727,357.67655,Seattle
3.5,4,2.0,0,0,3,9,98072,47.7726,-122.162,427.0,1.0,8,8,387.40551,420.29317199999997,325.1605,62.24501,326.08953,464.607903,King County
1.75,5,1.0,0,0,3,7,98023,47.3305,-122.351,268.0,1.0,58,58,228.54138,1486.448,114.27069,114.27069,184.87697,1486.448,Federal Way
2.5,3,2.0,0,0,3,8,98052,47.679,-122.113,585.0,2.0,28,28,189.52212,937.019658,189.52212,0.0,180.23182,954.299616,King County
2.5,3,2.0,0,0,3,8,98065,47.5337,-121.841,133.0,0.0,2,2,167.2254,404.778371,167.2254,0.0,167.2254,340.303689,King County
1.0,2,1.0,0,0,3,7,98102,47.6461,-122.317,397.0,3.0,61,61,115.19972,510.9665,115.19972,0.0,193.23824,408.7732,Seattle
2.5,3,2.0,0,0,3,8,98023,47.3115,-122.4,815.0,0.0,28,28,167.2254,807.977391,167.2254,0.0,164.43831,779.45617,Federal Way
2.0,3,1.0,0,0,5,7,98058,47.4528,-122.163,432.0,0.0,38,38,163.50928,1060.02323,98.47718,65.0321,156.07704,851.455995,King County
3.5,4,2.0,0,0,3,11,98059,47.5193,-122.15,923.0,0.0,14,14,326.08953,1040.5136,326.08953,0.0,334.4508,1126.355972,King County
1.75,3,1.0,0,0,4,6,98118,47.5305,-122.277,383.0,4.0,64,64,143.07062,582.780519,71.53531,71.53531,105.90942,512.081336,Seattle
2.25,3,1.0,0,0,3,7,98125,47.7171,-122.32,283.0,3.0,65,65,173.72861,687.760909,173.72861,0.0,151.43189,691.19832,Seattle
2.25,4,2.0,0,0,3,8,98177,47.7732,-122.382,274.0,1.0,47,47,218.32205,1165.00362,218.32205,0.0,194.16727,739.879492,Shoreline
2.5,4,2.0,0,0,3,9,98058,47.4369,-122.111,1691.0,0.0,14,14,312.15408,713.959555,312.15408,0.0,284.28318,610.094001,King County
4.25,3,2.0,0,0,3,10,98074,47.6347,-122.064,1167.0,0.0,17,17,356.74752,905.897153,356.74752,0.0,300.07669,667.879667,Sammamish
2.0,3,2.0,0,0,3,8,98074,47.6203,-122.037,239.0,3.0,34,34,122.63195999999999,995.92016,122.63195999999999,0.0,177.44473,1267.1040169999999,Sammamish
1.75,3,1.0,0,0,3,7,98117,47.6993,-122.377,60.0,3.0,105,105,198.81242,676.33384,99.40621,99.40621,211.81884,780.3851999999999,Seattle
1.0,1,1.0,0,0,3,6,98146,47.5051,-122.338,107.0,1.0,78,69,94.76106,638.336513,94.76106,0.0,117.05778,644.096499,King County
2.5,4,1.0,0,0,4,7,98052,47.6822,-122.111,723.0,0.0,47,47,202.52854,942.03642,109.62554,92.903,170.94152,870.965625,King County
2.5,3,1.5,0,0,4,10,98077,47.743,-122.036,1373.0,0.0,23,23,281.49609,2787.7403209999998,281.49609,0.0,312.15408,3250.025649,King County
1.75,3,1.5,0,0,4,7,98108,47.5254,-122.318,111.0,3.0,107,107,104.98039,696.7725,104.98039,0.0,115.19972,557.418,Seattle
2.5,3,2.0,0,0,3,9,98023,47.3081,-122.391,189.0,0.0,26,26,236.90265,716.189227,236.90265,0.0,223.89623,859.35275,Federal Way
4.5,7,2.5,0,2,5,11,98109,47.6307,-122.354,257.0,26.0,105,105,576.92763,822.748968,442.21828,134.70935,273.13482,501.6762,Seattle
2.5,3,2.0,0,0,3,8,98055,47.4491,-122.188,230.0,0.0,9,9,149.57383,326.646948,149.57383,0.0,149.57383,283.911568,Renton
1.75,3,1.0,0,0,3,7,98011,47.7349,-122.197,262.0,0.0,39,39,150.50286,751.120755,112.41263,38.09023,157.9351,751.120755,King County
3.0,4,1.5,0,0,3,8,98112,47.6258,-122.305,219.0,7.0,109,13,247.12198,427.3538,169.08346,78.03852,218.32205,427.3538,Seattle
2.5,3,2.0,0,0,3,7,98122,47.6099,-122.293,229.0,8.0,24,24,125.41905,285.026404,125.41905,0.0,176.5157,371.612,Seattle
1.0,2,1.0,0,0,3,6,98117,47.6976,-122.375,208.0,3.0,75,75,76.18046,501.6762,76.18046,0.0,127.27711,523.229696,Seattle
2.5,4,2.0,0,0,3,8,98056,47.5301,-122.18,1282.0,0.0,19,19,243.40586,701.696359,243.40586,0.0,243.40586,1104.059252,King County
4.25,4,2.0,0,0,4,10,98072,47.7245,-122.095,969.0,0.0,19,19,544.41158,4913.546767,456.15373,88.25785,308.43796,3629.348598,King County
1.75,4,1.0,0,0,3,7,98028,47.7346,-122.244,580.0,1.0,54,54,130.0642,1108.704402,97.54814999999999,32.51605,193.23824,966.1912,King County
4.0,4,3.0,0,2,3,12,98006,47.55,-122.103,1552.0,0.0,13,13,464.515,1202.257723,464.515,0.0,423.63768,1202.257723,Bellevue
2.0,3,2.0,0,0,3,7,98038,47.3784,-122.046,1172.0,2.0,29,29,133.78032,506.971671,133.78032,0.0,137.49644,583.988258,King County
2.5,3,2.0,0,0,3,9,98074,47.6325,-122.064,1348.0,0.0,14,14,348.38625,726.594363,348.38625,0.0,298.21863,780.849715,Sammamish
1.0,2,1.0,0,0,4,7,98115,47.7002,-122.314,158.0,5.0,76,76,91.04494,474.73433,72.46433999999999,18.5806,132.85129,474.73433,Seattle
2.75,4,2.0,0,0,3,7,98038,47.3804,-122.027,587.0,0.0,20,20,203.45757,626.16622,203.45757,0.0,181.16085,664.25645,King County
2.5,3,2.0,0,0,3,8,98038,47.3696,-122.018,505.0,0.0,1,1,220.18010999999998,390.19259999999997,220.18010999999998,0.0,220.18010999999998,390.19259999999997,King County
2.0,5,2.0,0,0,4,9,98102,47.6466,-122.321,115.0,4.0,106,106,273.13482,510.9665,217.39302,55.7418,273.13482,510.9665,Seattle
1.0,3,1.0,0,0,3,6,98155,47.741,-122.314,50.0,0.0,74,74,94.76106,545.34061,94.76106,0.0,107.76748,641.123603,Shoreline
2.0,4,1.0,0,0,3,7,98155,47.7471,-122.324,55.0,0.0,52,52,152.36092,668.9016,152.36092,0.0,139.3545,836.127,Shoreline
2.5,4,2.0,0,0,3,8,98031,47.4111,-122.2,308.0,0.0,21,21,200.67048,634.062975,200.67048,0.0,187.66406,653.572605,Kent
2.5,3,2.0,0,0,4,9,98053,47.6496,-122.041,1421.0,0.0,28,28,354.88946,3253.091448,354.88946,0.0,279.63803,3269.25657,King County
2.5,3,2.0,0,0,3,8,98065,47.5336,-121.838,165.0,0.0,1,1,153.28995,258.920661,153.28995,0.0,163.50928,258.920661,King County
1.5,3,1.5,0,0,3,7,98199,47.6409,-122.401,105.0,3.0,78,78,154.21898,557.418,154.21898,0.0,152.36092,557.418,Seattle
1.0,3,1.0,0,0,3,7,98075,47.591,-122.01,2156.0,0.0,41,41,133.78032,5046.026445,73.39337,60.38695,249.90906999999999,3764.243754,Sammamish
1.0,2,1.0,0,0,5,6,98126,47.5161,-122.374,265.0,2.0,73,73,62.24501,585.2889,62.24501,0.0,70.60628,585.2889,Seattle
2.75,3,2.0,0,0,3,8,98092,47.3209,-122.185,210.0,0.0,24,24,235.97362,799.337412,235.97362,0.0,209.96078,691.012514,King County
3.5,3,2.0,0,0,3,9,98058,47.4316,-122.075,1130.0,0.0,16,16,314.01214,10117.1367,250.8381,63.17404,209.03175,12140.56404,King County
1.75,3,1.0,0,0,3,7,98166,47.4713,-122.344,234.0,9.0,63,63,147.71577,664.070644,147.71577,0.0,106.83845,676.33384,King County
1.0,3,1.5,0,0,3,7,98107,47.6689,-122.367,51.0,10.0,89,89,139.3545,380.9023,127.27711,12.07739,139.3545,380.9023,Seattle
1.0,3,1.0,0,0,3,7,98188,47.4548,-122.29,501.0,0.0,57,57,116.12875,651.714545,116.12875,0.0,140.28353,1064.66838,King County
1.75,4,1.5,0,0,3,7,98119,47.6337,-122.371,108.0,5.0,113,113,186.73503,334.4508,186.73503,0.0,186.73503,334.4508,Seattle
2.5,3,2.0,0,0,3,8,98065,47.5369,-121.876,524.0,1.0,14,14,213.6769,687.296394,213.6769,0.0,239.68974,648.741649,King County
1.75,2,2.0,0,0,3,9,98092,47.3103,-122.199,787.0,0.0,38,38,233.18653,1778.256323,233.18653,0.0,222.9672,1210.52609,King County
2.25,3,2.0,0,0,4,8,98052,47.6386,-122.11,706.0,1.0,31,31,216.46399,1061.323872,216.46399,0.0,190.45115,1063.553544,King County
1.0,3,1.0,0,0,3,7,98115,47.6813,-122.317,182.0,12.0,91,91,95.69009,278.709,77.10949,18.5806,170.01248999999999,278.709,Seattle
2.0,2,1.0,0,0,4,7,98107,47.6727,-122.396,216.0,7.0,90,90,126.34808,172.79958,63.17404,63.17404,133.78032,464.515,Seattle
3.0,4,2.0,0,0,3,10,98112,47.634,-122.288,446.0,1.0,75,75,328.87662,1031.037494,278.709,50.16762,318.65729,763.105242,Seattle
1.0,2,1.0,0,0,4,6,98118,47.5546,-122.274,400.0,8.0,67,67,62.24501,288.092203,62.24501,0.0,154.21898,380.9023,Seattle
2.5,3,3.0,0,0,3,7,98115,47.6801,-122.322,76.0,13.0,10,10,154.21898,157.191876,149.57383,4.64515,112.41263,114.27069,Seattle
1.5,3,1.0,0,0,3,7,98117,47.6858,-122.385,245.0,3.0,74,74,167.2254,436.6441,111.4836,55.7418,146.78674,436.6441,Seattle
1.0,1,1.0,0,0,5,6,98022,47.2107,-121.99,715.0,6.0,100,65,83.6127,405.800304,83.6127,0.0,119.84487,464.515,King County
1.0,3,1.0,0,0,4,7,98032,47.3608,-122.29,216.0,0.0,54,54,162.58025,819.40446,162.58025,0.0,130.0642,891.8688,Kent
2.5,4,2.0,0,0,4,7,98038,47.3492,-122.03,1143.0,0.0,24,24,172.79958,587.611475,172.79958,0.0,172.79958,599.131447,King County
2.25,3,1.0,0,2,3,8,98177,47.7729,-122.389,194.0,0.0,43,43,205.31563,713.49504,160.72219,44.59344,222.03817,713.49504,Shoreline
1.75,3,1.0,0,0,4,7,98008,47.5996,-122.12,99.0,0.0,57,57,133.78032,724.6434,133.78032,0.0,133.78032,724.6434,Bellevue
2.25,3,1.0,0,0,5,9,98005,47.6386,-122.183,295.0,0.0,41,41,209.96078,3073.23124,157.00607,52.95471,280.56706,3278.639773,Bellevue
3.75,4,1.0,0,0,3,9,98112,47.6308,-122.287,88.0,3.0,64,64,334.4508,1495.831203,334.4508,0.0,339.09595,883.135918,Seattle
2.5,4,2.0,0,0,3,9,98092,47.3109,-122.097,5309.0,0.0,26,26,223.89623,5196.157693,223.89623,0.0,258.27034,5196.157693,King County
2.25,3,1.0,0,0,3,8,98148,47.4562,-122.33,419.0,2.0,50,50,201.59951,787.81744,201.59951,0.0,193.23824,785.216156,King County
2.0,3,1.0,0,1,4,7,98116,47.5811,-122.404,97.0,4.0,84,84,111.4836,187.292448,55.7418,55.7418,160.72219,419.92156,Seattle
2.5,4,2.0,0,0,3,9,98010,47.3637,-121.955,6924.0,0.0,14,14,308.43796,22743.304721,308.43796,0.0,235.04459,20234.2734,King County
2.75,4,2.0,0,0,3,9,98033,47.6948,-122.178,269.0,0.0,1,1,286.14124,672.803526,286.14124,0.0,279.63803,669.366115,Kirkland
2.5,4,2.0,0,0,3,9,98059,47.4911,-122.125,380.0,0.0,19,19,247.12198,2048.51115,247.12198,0.0,284.28318,1961.275233,King County
1.5,3,1.0,0,0,3,8,98177,47.7061,-122.368,531.0,0.0,62,62,185.806,682.83705,185.806,0.0,175.58667,646.60488,Seattle
1.5,3,1.0,0,0,3,7,98107,47.6726,-122.386,164.0,27.0,75,75,110.55457,441.28925,90.11591,20.43866,135.63838,441.28925,Seattle
1.0,3,1.0,0,0,3,6,98125,47.7277,-122.308,427.0,3.0,63,63,115.19972,821.26252,115.19972,0.0,116.12875,821.26252,Seattle
2.5,5,1.0,0,0,5,8,98006,47.5456,-122.179,323.0,3.0,49,49,267.56064,836.127,133.78032,133.78032,186.73503,836.127,Bellevue
3.75,5,2.0,0,0,3,11,98075,47.5869,-121.967,5680.0,0.0,11,11,392.05066,1482.638977,392.05066,0.0,430.14089,1535.779493,Sammamish
2.5,4,2.0,0,0,3,9,98028,47.7473,-122.23,761.0,0.0,8,8,343.7411,418.0635,343.7411,0.0,283.35415,468.881441,King County
1.0,2,1.0,0,0,3,6,98106,47.53,-122.351,405.0,1.0,72,72,62.24501,431.06992,62.24501,0.0,80.82561,418.156403,Seattle
1.0,3,1.0,0,0,3,7,98023,47.2891,-122.357,596.0,0.0,32,32,97.54814999999999,703.926031,97.54814999999999,0.0,132.85129,673.082235,Federal Way
2.25,2,2.0,0,0,3,8,98102,47.6371,-122.327,121.0,5.0,10,10,98.47718,112.226824,87.32882,11.14836,120.7739,108.603607,Seattle
2.5,3,2.0,0,0,3,8,98029,47.5518,-121.998,2265.0,1.0,1,1,157.00607,150.317054,106.83845,50.16762,157.00607,150.317054,King County
2.75,4,2.0,0,0,3,9,98199,47.6487,-122.388,314.0,1.0,11,11,334.4508,468.23112,242.47683,91.97397,147.71577,468.23112,Seattle
2.5,3,2.0,0,1,3,9,98119,47.6423,-122.375,187.0,6.0,1,1,149.57383,115.757138,100.33524,49.23859,149.57383,116.035847,Seattle
1.0,3,1.0,0,0,5,7,98006,47.572,-122.147,107.0,0.0,61,61,132.85129,802.68192,132.85129,0.0,132.85129,914.16552,Bellevue
1.0,3,1.0,0,0,4,6,98030,47.3574,-122.186,1072.0,0.0,52,52,79.89658,1105.5457,79.89658,0.0,154.21898,952.069944,Kent
2.75,4,1.0,0,0,3,8,98023,47.3074,-122.385,460.0,0.0,36,36,164.43831,946.124152,116.12875,48.30956,192.30921,772.95296,Federal Way
2.5,4,1.0,0,0,5,7,98008,47.5846,-122.12,497.0,0.0,53,53,261.05743,1073.95868,161.65122,99.40621,183.01891,1073.95868,Bellevue
2.25,3,3.0,0,0,3,7,98133,47.7052,-122.346,66.0,5.0,8,8,126.162274,111.111988,126.162274,0.0,126.162274,111.111988,Seattle
1.75,3,1.0,0,0,3,8,98011,47.7687,-122.223,1443.0,1.0,39,39,141.21256,801.288375,141.21256,0.0,193.23824,854.7076,King County
2.25,4,2.0,0,0,3,8,98030,47.3644,-122.2,138.0,0.0,9,9,203.643376,1126.727584,203.643376,0.0,177.816342,431.906047,Kent
1.0,3,1.0,0,0,4,7,98001,47.2633,-122.245,145.0,0.0,43,43,113.34166,2085.022029,113.34166,0.0,117.05778,1853.41485,King County
2.0,3,1.5,0,0,4,8,98118,47.5597,-122.267,385.0,1.0,88,88,130.99323,445.9344,130.99323,0.0,169.08346,668.9016,Seattle
1.75,3,1.0,0,0,3,7,98144,47.5723,-122.309,71.0,5.0,96,96,170.01248999999999,224.546551,86.39979,83.6127,122.63195999999999,297.2896,Seattle
2.5,4,2.0,0,2,3,11,98144,47.593,-122.291,173.0,3.0,6,6,285.21220999999997,727.43049,183.01891,102.1933,226.68332,434.97184599999997,Seattle
3.0,5,2.0,0,0,3,7,98056,47.4806,-122.176,532.0,0.0,11,11,360.46364,783.358096,360.46364,0.0,243.40586,522.393569,Renton
2.5,4,1.0,0,0,4,8,98133,47.7387,-122.337,256.0,3.0,47,47,284.28318,933.024829,157.9351,126.34808,151.43189,770.723288,Shoreline
2.5,4,2.0,0,0,3,10,98007,47.625,-122.144,83.0,1.0,17,17,298.21863,792.648396,298.21863,0.0,274.06385,627.373959,Bellevue
2.75,5,2.0,0,0,3,9,98074,47.6232,-122.023,1217.0,2.0,1,1,295.43154,859.817265,295.43154,0.0,295.43154,722.971146,Sammamish
1.75,4,1.0,0,0,4,7,98004,47.6317,-122.205,210.0,1.0,62,62,234.11556,784.287126,152.36092,81.75464,196.02533,784.287126,Bellevue
1.5,3,1.0,0,0,4,7,98033,47.7018,-122.165,95.0,0.0,48,48,157.00607,975.4815,157.00607,0.0,145.85771,975.4815,Kirkland
1.75,3,1.0,0,0,3,6,98001,47.2878,-122.251,445.0,0.0,45,45,114.27069,1114.836,114.27069,0.0,143.99965,1114.836,King County
1.0,3,1.0,0,0,4,7,98003,47.2741,-122.301,2495.0,0.0,47,47,84.54173,982.449225,84.54173,0.0,136.56741,968.513775,King County
2.5,3,2.0,0,0,3,8,98052,47.6345,-122.108,371.0,1.0,37,37,183.01891,255.669056,183.01891,0.0,171.87055,258.084534,King County
1.5,3,1.0,0,0,3,7,98028,47.741,-122.234,74.0,0.0,47,47,124.49002,1259.76468,124.49002,0.0,143.07062,1393.545,King County
2.75,4,2.0,0,0,3,8,98028,47.7737,-122.235,1764.0,1.0,7,7,219.25108,457.454372,219.25108,0.0,219.25108,433.85701,King County
2.5,5,1.0,0,0,4,8,98005,47.6144,-122.167,494.0,2.0,48,48,250.8381,1539.40271,162.58025,88.25785,238.76071,1099.97152,Bellevue
1.0,3,1.0,0,0,3,7,98118,47.5232,-122.284,114.0,2.0,66,66,88.25785,371.612,72.46433999999999,15.79351,114.27069,371.612,Seattle
1.75,5,1.0,0,0,3,7,98001,47.3266,-122.291,218.0,1.0,48,48,167.039594,1043.486496,167.039594,0.0,120.7739,1447.614546,King County
1.0,4,1.5,0,0,3,6,98055,47.4336,-122.197,294.0,1.0,91,91,136.56741,1726.230643,136.56741,0.0,164.43831,1726.230643,Renton
1.5,3,1.0,0,0,4,7,98065,47.5317,-121.834,595.0,2.0,48,48,227.61235,1161.008791,227.61235,0.0,144.92867999999999,1086.9651,King County
3.5,3,2.0,0,0,3,8,98117,47.6865,-122.363,285.0,31.0,9,9,148.6448,132.944193,115.19972,33.44508,139.3545,382.76036,Seattle
2.5,4,2.0,0,0,3,9,98001,47.3444,-122.269,876.0,0.0,9,9,273.13482,852.106316,273.13482,0.0,247.12198,739.043365,King County
